"movie", "categ", "winner", "name", "roleOrSong", "note", "year", "oscarNum"
"The Great Waltz", "CINEMATOGRAPHY", "True", "Joseph Ruttenberg", "", "", "1938", "(11th)"
"Jezebel", "CINEMATOGRAPHY", "False", "Ernest Haller", "", "", "1938", "(11th)"
"Mad about Music", "CINEMATOGRAPHY", "False", "Joseph Valentine", "", "", "1938", "(11th)"
"Merrily We Live", "CINEMATOGRAPHY", "False", "Norbert Brodine", "", "", "1938", "(11th)"
"Suez", "CINEMATOGRAPHY", "False", "Peverell Marley", "", "", "1938", "(11th)"
"Vivacious Lady", "CINEMATOGRAPHY", "False", "Robert de Grasse", "", "", "1938", "(11th)"
"You Can't Take It with You", "CINEMATOGRAPHY", "False", "Joseph Walker", "", "", "1938", "(11th)"
"The Young in Heart", "CINEMATOGRAPHY", "False", "Leon Shamroy", "", "", "1938", "(11th)"
"Angels with Dirty Faces", "DIRECTING", "False", "Michael Curtiz", "", "", "1938", "(11th)"
"Boys Town", "DIRECTING", "False", "Norman Taurog", "", "", "1938", "(11th)"
"The Citadel", "DIRECTING", "False", "King Vidor", "", "", "1938", "(11th)"
"Four Daughters", "DIRECTING", "False", "Michael Curtiz", "", "", "1938", "(11th)"
"You Can't Take It with You", "DIRECTING", "True", "Frank Capra", "", "", "1938", "(11th)"
"The Adventures of Robin Hood", "FILM EDITING", "True", "Ralph Dawson", "", "", "1938", "(11th)"
"Alexander's Ragtime Band", "FILM EDITING", "False", "Barbara McLean", "", "", "1938", "(11th)"
"The Great Waltz", "FILM EDITING", "False", "Tom Held", "", "", "1938", "(11th)"
"Test Pilot", "FILM EDITING", "False", "Tom Held", "", "", "1938", "(11th)"
"You Can't Take It with You", "FILM EDITING", "False", "Gene Havlick", "", "", "1938", "(11th)"
"The Adventures of Robin Hood", "MUSIC (Original Score)", "True", "Erich Wolfgang Korngold", "", "", "1938", "(11th)"
"Army Girl", "MUSIC (Original Score)", "False", "Victor Young", "", "", "1938", "(11th)"
"Block-Heads", "MUSIC (Original Score)", "False", "Marvin Hatley", "", "", "1938", "(11th)"
"Blockade", "MUSIC (Original Score)", "False", "Werner Janssen", "", "", "1938", "(11th)"
"Breaking the Ice", "MUSIC (Original Score)", "False", "Victor Young", "", "", "1938", "(11th)"
"The Cowboy and the Lady", "MUSIC (Original Score)", "False", "Alfred Newman", "", "", "1938", "(11th)"
"If I Were King", "MUSIC (Original Score)", "False", "Richard Hageman", "", "", "1938", "(11th)"
"Marie Antoinette", "MUSIC (Original Score)", "False", "Herbert Stothart", "", "", "1938", "(11th)"
"Pacific Liner", "MUSIC (Original Score)", "False", "Russell Bennett", "", "", "1938", "(11th)"
"Suez", "MUSIC (Original Score)", "False", "Louis Silvers", "", "", "1938", "(11th)"
"The Young in Heart", "MUSIC (Original Score)", "False", "Franz Waxman", "", "", "1938", "(11th)"
"Alexander's Ragtime Band", "MUSIC (Scoring)", "True", "Alfred Newman", "", "", "1938", "(11th)"
"Carefree", "MUSIC (Scoring)", "False", "Victor Baravalle", "", "", "1938", "(11th)"
"Girls' School", "MUSIC (Scoring)", "False", "Morris Stoloff; Gregory Stone", "", "", "1938", "(11th)"
"The Goldwyn Follies", "MUSIC (Scoring)", "False", "Alfred Newman", "", "", "1938", "(11th)"
"Jezebel", "MUSIC (Scoring)", "False", "Max Steiner", "", "", "1938", "(11th)"
"Mad about Music", "MUSIC (Scoring)", "False", "Charles Previn; Frank Skinner", "", "", "1938", "(11th)"
"Storm over Bengal", "MUSIC (Scoring)", "False", "Cy Feuer", "", "", "1938", "(11th)"
"Sweethearts", "MUSIC (Scoring)", "False", "Herbert Stothart", "", "", "1938", "(11th)"
"There Goes My Heart", "MUSIC (Scoring)", "False", "Marvin Hatley", "", "", "1938", "(11th)"
"Tropic Holiday", "MUSIC (Scoring)", "False", "Boris Morros", "", "", "1938", "(11th)"
"The Young in Heart", "MUSIC (Scoring)", "False", "Franz Waxman", "", "", "1938", "(11th)"
"Mannequin", "MUSIC (Song)", "False", "Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright", "Always and Always", "", "1938", "(11th)"
"Carefree", "MUSIC (Song)", "False", "Music and Lyrics by Irving Berlin", "Change Partners", "", "1938", "(11th)"
"The Cowboy and the Lady", "MUSIC (Song)", "False", "Music by Lionel Newman; Lyrics by Arthur Quenzer", "The Cowboy and the Lady", "", "1938", "(11th)"
"Under Western Stars", "MUSIC (Song)", "False", "Music and Lyrics by Johnny Marvin", "Dust", "", "1938", "(11th)"
"Going Places", "MUSIC (Song)", "False", "Music by Harry Warren; Lyrics by Johnny Mercer", "Jeepers Creepers", "", "1938", "(11th)"
"Merrily We Live", "MUSIC (Song)", "False", "Music by Phil Charig; Lyrics by Arthur Quenzer", "Merrily We Live", "", "1938", "(11th)"
"The Lady Objects", "MUSIC (Song)", "False", "Music by Ben Oakland; Lyrics by Oscar Hammerstein II", "A Mist over the Moon", "", "1938", "(11th)"
"That Certain Age", "MUSIC (Song)", "False", "Music by Jimmy McHugh; Lyrics by Harold Adamson", "My Own", "", "1938", "(11th)"
"Alexander's Ragtime Band", "MUSIC (Song)", "False", "Music and Lyrics by Irving Berlin", "Now It Can Be Told", "", "1938", "(11th)"
"The Big Broadcast of 1938", "MUSIC (Song)", "True", "Music by Ralph Rainger; Lyrics by Leo Robin", "Thanks for the Memory", "", "1938", "(11th)"
"The Adventures of Robin Hood", "OUTSTANDING PRODUCTION", "False", "Warner Bros.-First National", "", "", "1938", "(11th)"
"Alexander's Ragtime Band", "OUTSTANDING PRODUCTION", "False", "20th Century-Fox", "", "", "1938", "(11th)"
"Boys Town", "OUTSTANDING PRODUCTION", "False", "Metro-Goldwyn-Mayer", "", "", "1938", "(11th)"
"The Citadel", "OUTSTANDING PRODUCTION", "False", "Metro-Goldwyn-Mayer", "", "", "1938", "(11th)"
"Four Daughters", "OUTSTANDING PRODUCTION", "False", "Warner Bros.-First National", "", "", "1938", "(11th)"
"Grand Illusion", "OUTSTANDING PRODUCTION", "False", "Realization D'Art Cinematographique", "", "", "1938", "(11th)"
"Jezebel", "OUTSTANDING PRODUCTION", "False", "Warner Bros.", "", "", "1938", "(11th)"
"Pygmalion", "OUTSTANDING PRODUCTION", "False", "Metro-Goldwyn-Mayer", "", "", "1938", "(11th)"
"Test Pilot", "OUTSTANDING PRODUCTION", "False", "Metro-Goldwyn-Mayer", "", "", "1938", "(11th)"
"You Can't Take It with You", "OUTSTANDING PRODUCTION", "True", "Columbia", "", "", "1938", "(11th)"
"Brave Little Tailor", "SHORT SUBJECT (Cartoon)", "False", "Walt Disney; Producer", "", "", "1938", "(11th)"
"Ferdinand the Bull", "SHORT SUBJECT (Cartoon)", "True", "Walt Disney; Producer", "", "", "1938", "(11th)"
"Good Scouts", "SHORT SUBJECT (Cartoon)", "False", "Walt Disney; Producer", "", "", "1938", "(11th)"
"Hunky and Spunky", "SHORT SUBJECT (Cartoon)", "False", "Paramount", "", "", "1938", "(11th)"
"Mother Goose Goes Hollywood", "SHORT SUBJECT (Cartoon)", "False", "Walt Disney; Producer", "", "", "1938", "(11th)"
"The Great Heart", "SHORT SUBJECT (One-reel)", "False", "Metro-Goldwyn-Mayer", "", "", "1938", "(11th)"
"That Mothers Might Live", "SHORT SUBJECT (One-reel)", "True", "Metro-Goldwyn-Mayer", "", "", "1938", "(11th)"
"Timber Toppers", "SHORT SUBJECT (One-reel)", "False", "20th Century-Fox", "", "", "1938", "(11th)"
"Declaration of Independence", "SHORT SUBJECT (Two-reel)", "True", "Warner Bros.", "", "", "1938", "(11th)"
"Swingtime in the Movies", "SHORT SUBJECT (Two-reel)", "False", "Warner Bros.", "", "", "1938", "(11th)"
"They're Always Caught", "SHORT SUBJECT (Two-reel)", "False", "Metro-Goldwyn-Mayer", "", "", "1938", "(11th)"
"Army Girl", "SOUND RECORDING", "False", "Republic Studio Sound Department; Charles L. Lootens; Sound Director", "", "", "1938", "(11th)"
"The Cowboy and the Lady", "SOUND RECORDING", "True", "United Artists Studio Sound Department; Thomas T. Moulton; Sound Director", "", "", "1938", "(11th)"
"Four Daughters", "SOUND RECORDING", "False", "Warner Bros. Studio Sound Department; Nathan Levinson; Sound Director", "", "", "1938", "(11th)"
"If I Were King", "SOUND RECORDING", "False", "Paramount Studio Sound Department; Loren L. Ryder; Sound Director", "", "", "1938", "(11th)"
"Merrily We Live", "SOUND RECORDING", "False", "Hal Roach Studio Sound Department; Elmer A. Raguse; Sound Director", "", "", "1938", "(11th)"
"Suez", "SOUND RECORDING", "False", "20th Century-Fox Studio Sound Department; Edmund H. Hansen; Sound Director", "", "", "1938", "(11th)"
"Sweethearts", "SOUND RECORDING", "False", "Metro-Goldwyn-Mayer Studio Sound Department; Douglas Shearer; Sound Director", "", "", "1938", "(11th)"
"That Certain Age", "SOUND RECORDING", "False", "Universal Studio Sound Department; Bernard B. Brown; Sound Director", "", "", "1938", "(11th)"
"Vivacious Lady", "SOUND RECORDING", "False", "RKO Radio Studio Sound Department; John Aalberg; Sound Director", "", "", "1938", "(11th)"
"You Can't Take It with You", "SOUND RECORDING", "False", "Columbia Studio Sound Department; John Livadary; Sound Director", "", "", "1938", "(11th)"
"Alexander's Ragtime Band", "WRITING (Original Story)", "False", "Irving Berlin", "", "", "1938", "(11th)"
"Angels with Dirty Faces", "WRITING (Original Story)", "False", "Rowland Brown", "", "", "1938", "(11th)"
"Blockade", "WRITING (Original Story)", "False", "John Howard Lawson", "", "", "1938", "(11th)"
"Boys Town", "WRITING (Original Story)", "True", "Dore Schary; Eleanore Griffin", "", "", "1938", "(11th)"
"Mad about Music", "WRITING (Original Story)", "False", "Marcella Burke; Frederick Kohner", "", "", "1938", "(11th)"
"Test Pilot", "WRITING (Original Story)", "False", "Frank Wead", "", "", "1938", "(11th)"
"Boys Town", "WRITING (Screenplay)", "False", "John Meehan; Dore Schary", "", "", "1938", "(11th)"
"The Citadel", "WRITING (Screenplay)", "False", "Ian Dalrymple; Frank Wead; Elizabeth Hill", "", "", "1938", "(11th)"
"Four Daughters", "WRITING (Screenplay)", "False", "Julius J. Epstein; Lenore Coffee", "", "", "1938", "(11th)"
"Pygmalion", "WRITING (Screenplay)", "True", "Screenplay and Dialogue by George Bernard Shaw; Adaptation by W. P. Lipscomb; Cecil Lewis; Ian Dalrymple", "", "", "1938", "(11th)"
"You Can't Take It with You", "WRITING (Screenplay)", "False", "Robert Riskin", "", "", "1938", "(11th)"
"Goodbye; Mr. Chips", "ACTOR", "True", "Robert Donat", "Arthur Chipping", "", "1939", "(12th)"
"Gone with the Wind", "ACTOR", "False", "Clark Gable", "Rhett Butler", "", "1939", "(12th)"
"Wuthering Heights", "ACTOR", "False", "Laurence Olivier", "Heathcliff", "", "1939", "(12th)"
"Babes in Arms", "ACTOR", "False", "Mickey Rooney", "Mickey Moran", "", "1939", "(12th)"
"Mr. Smith Goes to Washington", "ACTOR", "False", "James Stewart", "Jefferson Smith", "", "1939", "(12th)"
"Juarez", "ACTOR IN A SUPPORTING ROLE", "False", "Brian Aherne", "Emperor Maximilian von Habsburg", "", "1939", "(12th)"
"Mr. Smith Goes to Washington", "ACTOR IN A SUPPORTING ROLE", "False", "Harry Carey", "President of the Senate", "", "1939", "(12th)"
"Beau Geste", "ACTOR IN A SUPPORTING ROLE", "False", "Brian Donlevy", "Sergeant Markoff", "", "1939", "(12th)"
"Stagecoach", "ACTOR IN A SUPPORTING ROLE", "True", "Thomas Mitchell", "Dr. Josiah Boone", "", "1939", "(12th)"
"Mr. Smith Goes to Washington", "ACTOR IN A SUPPORTING ROLE", "False", "Claude Rains", "Senator Joseph Paine", "", "1939", "(12th)"
"Dark Victory", "ACTRESS", "False", "Bette Davis", "Judith Traherne", "", "1939", "(12th)"
"Love Affair", "ACTRESS", "False", "Irene Dunne", "Terry McKay", "", "1939", "(12th)"
"Ninotchka", "ACTRESS", "False", "Greta Garbo", "Lena Yakushova (Ninotchka)", "", "1939", "(12th)"
"Goodbye; Mr. Chips", "ACTRESS", "False", "Greer Garson", "Katherine Chipping", "", "1939", "(12th)"
"Gone with the Wind", "ACTRESS", "True", "Vivien Leigh", "Scarlett O'Hara", "", "1939", "(12th)"
"Gone with the Wind", "ACTRESS IN A SUPPORTING ROLE", "False", "Olivia de Havilland", "Melanie Hamilton", "", "1939", "(12th)"
"Wuthering Heights", "ACTRESS IN A SUPPORTING ROLE", "False", "Geraldine Fitzgerald", "Isabella", "", "1939", "(12th)"
"Gone with the Wind", "ACTRESS IN A SUPPORTING ROLE", "True", "Hattie McDaniel", "Mammy", "", "1939", "(12th)"
"Drums along the Mohawk", "ACTRESS IN A SUPPORTING ROLE", "False", "Edna May Oliver", "Sarah McKlennar", "", "1939", "(12th)"
"Love Affair", "ACTRESS IN A SUPPORTING ROLE", "False", "Maria Ouspenskaya", "Grandmother; Mme. Marnay", "", "1939", "(12th)"
"Beau Geste", "ART DIRECTION", "False", "Hans Dreier; Robert Odell", "", "", "1939", "(12th)"
"Captain Fury", "ART DIRECTION", "False", "Charles D. Hall", "", "", "1939", "(12th)"
"First Love", "ART DIRECTION", "False", "Jack Otterson; Martin Obzina", "", "", "1939", "(12th)"
"Gone with the Wind", "ART DIRECTION", "True", "Lyle Wheeler", "", "", "1939", "(12th)"
"Love Affair", "ART DIRECTION", "False", "Van Nest Polglase; Al Herman", "", "", "1939", "(12th)"
"Man of Conquest", "ART DIRECTION", "False", "John Victor Mackay", "", "", "1939", "(12th)"
"Mr. Smith Goes to Washington", "ART DIRECTION", "False", "Lionel Banks", "", "", "1939", "(12th)"
"The Private Lives of Elizabeth and Essex", "ART DIRECTION", "False", "Anton Grot", "", "", "1939", "(12th)"
"The Rains Came", "ART DIRECTION", "False", "William Darling; George Dudley", "", "", "1939", "(12th)"
"Stagecoach", "ART DIRECTION", "False", "Alexander Toluboff", "", "", "1939", "(12th)"
"The Wizard of Oz", "ART DIRECTION", "False", "Cedric Gibbons; William A. Horning", "", "", "1939", "(12th)"
"Wuthering Heights", "ART DIRECTION", "False", "James Basevi", "", "", "1939", "(12th)"
"First Love", "CINEMATOGRAPHY (Black-and-White)", "False", "Joseph Valentine", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Stagecoach' and 'Wuthering Heights') would be selected.]", "1939", "(12th)"
"The Great Victor Herbert", "CINEMATOGRAPHY (Black-and-White)", "False", "Victor Milner", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Stagecoach' and 'Wuthering Heights') would be selected.]", "1939", "(12th)"
"Gunga Din", "CINEMATOGRAPHY (Black-and-White)", "False", "Joseph H. August", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Stagecoach' and 'Wuthering Heights') would be selected.]", "1939", "(12th)"
"Intermezzo", "CINEMATOGRAPHY (Black-and-White)", "False", "Gregg Toland", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Stagecoach' and 'Wuthering Heights') would be selected.]", "1939", "(12th)"
"Juarez", "CINEMATOGRAPHY (Black-and-White)", "False", "Tony Gaudio", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Stagecoach' and 'Wuthering Heights') would be selected.]", "1939", "(12th)"
"Lady of the Tropics", "CINEMATOGRAPHY (Black-and-White)", "False", "George Folsey", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Stagecoach' and 'Wuthering Heights') would be selected.]", "1939", "(12th)"
"Of Mice and Men", "CINEMATOGRAPHY (Black-and-White)", "False", "Norbert Brodine", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Stagecoach' and 'Wuthering Heights') would be selected.]", "1939", "(12th)"
"Only Angels Have Wings", "CINEMATOGRAPHY (Black-and-White)", "False", "Joseph Walker", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Stagecoach' and 'Wuthering Heights') would be selected.]", "1939", "(12th)"
"The Rains Came", "CINEMATOGRAPHY (Black-and-White)", "False", "Arthur Miller", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Stagecoach' and 'Wuthering Heights') would be selected.]", "1939", "(12th)"
"Stagecoach", "CINEMATOGRAPHY (Black-and-White)", "False", "Bert Glennon", "", "", "1939", "(12th)"
"Wuthering Heights", "CINEMATOGRAPHY (Black-and-White)", "True", "Gregg Toland", "", "", "1939", "(12th)"
"Drums along the Mohawk", "CINEMATOGRAPHY (Color)", "False", "Ray Rennahan; Bert Glennon", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Gone with the Wind' and 'The Private Lives of Elizabeth and Essex') would be selected.]", "1939", "(12th)"
"Four Feathers", "CINEMATOGRAPHY (Color)", "False", "Georges Perinal; Osmond Borradaile", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Gone with the Wind' and 'The Private Lives of Elizabeth and Essex') would be selected.]", "1939", "(12th)"
"Gone with the Wind", "CINEMATOGRAPHY (Color)", "True", "Ernest Haller; Ray Rennahan", "", "", "1939", "(12th)"
"The Mikado", "CINEMATOGRAPHY (Color)", "False", "William V. Skall; Bernard Knowles", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Gone with the Wind' and 'The Private Lives of Elizabeth and Essex') would be selected.]", "1939", "(12th)"
"The Private Lives of Elizabeth and Essex", "CINEMATOGRAPHY (Color)", "False", "Sol Polito; W. Howard Greene", "", "", "1939", "(12th)"
"The Wizard of Oz", "CINEMATOGRAPHY (Color)", "False", "Hal Rosson", "", "[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Title was on a preliminary list of submissions/nominees from the studios from which the two official nominees ('Gone with the Wind' and 'The Private Lives of Elizabeth and Essex') would be selected.]", "1939", "(12th)"
"Gone with the Wind", "DIRECTING", "True", "Victor Fleming", "", "", "1939", "(12th)"
"Goodbye; Mr. Chips", "DIRECTING", "False", "Sam Wood", "", "", "1939", "(12th)"
"Mr. Smith Goes to Washington", "DIRECTING", "False", "Frank Capra", "", "", "1939", "(12th)"
"Stagecoach", "DIRECTING", "False", "John Ford", "", "", "1939", "(12th)"
"Wuthering Heights", "DIRECTING", "False", "William Wyler", "", "", "1939", "(12th)"
"Gone with the Wind", "FILM EDITING", "True", "Hal C. Kern; James E. Newcom", "", "", "1939", "(12th)"
"Goodbye; Mr. Chips", "FILM EDITING", "False", "Charles Frend", "", "", "1939", "(12th)"
"Mr. Smith Goes to Washington", "FILM EDITING", "False", "Gene Havlick; Al Clark", "", "", "1939", "(12th)"
"The Rains Came", "FILM EDITING", "False", "Barbara McLean", "", "", "1939", "(12th)"
"Stagecoach", "FILM EDITING", "False", "Otho Lovering; Dorothy Spencer", "", "", "1939", "(12th)"
"Dark Victory", "MUSIC (Original Score)", "False", "Max Steiner", "", "", "1939", "(12th)"
